16641
0 0 0
1 0 0
1 1 0
0 1 0
0.5 0 0
1 0.5 0
0.5 0.5 0.15424090750189
0.5 1 0
0 0.5 0
0.75 0.25 -0.0270557716406856
0.75 0.5 0.124622959204249
0.5 0.25 0.069126360656924
0.5 0.75 0.0811760770420054
0.25 0.75 -0.104263755505637
0.25 0.5 0.0458728202881733
0.25 0 0
0.25 0.25 0.0710802473037796
0.75 0 0
1 0.25 0
1 0.75 0
0.75 0.75 -0.00508034858740447
0 0.25 0
0.75 1 0
0.25 1 0
0 0.75 0
0.75 0.375 0.0840710160960677
0.625 0.375 0.140831625529062
0.625 0.25 0.02195103992105
0.375 0.75 0.0209849363027768
0.25 0.625 -0.0606262444916485
0.375 0.625 0.0527528046366284
0.375 0.125 0.0673582401253851
0.375 0.25 0.0993879606568156
0.25 0.125 0.0475364079653898
0.875 0.125 -0.0405439477211054
0.875 0.25 0.0313343088649226
0.75 0.125 -0.0518569594440969
0.875 0.75 0.0382815129315502
0.75 0.625 0.0435864103117268
0.875 0.625 0.0884755185611651
0.25 0.375 0.091601041456954
0.125 0.375 -0.047444789201019
0.125 0.25 0.00632780978471573
0.75 0.875 0.0464002638781464
0.625 0.875 0.101663872226484
0.625 0.75 0.0278177498231884
0.125 0.875 0.0199443443293729
0.125 0.75 -0.0609046189643967
0.25 0.875 -0.0811609413771483
0.625 0.125 0.0563373979034081
0.5 0.125 0.0452184782495012
0.875 0.375 0.0431329527278751
0.875 0.5 0.0784550085096841
0.625 0.5 0.172637308894071
0.5 0.375 0.0961924339573561
0.5 0.625 0.126913377495828
0.375 0.5 0.0896770332170381
0.5 0.875 0.0221591104884853
0.375 0.875 0.00683937473838539
0.125 0.625 -0.0178933504292899
0.125 0.5 -0.0059131718807633
0.125 0 0
0.125 0.125 0.0749834756042338
0.375 0 0
0.375 0.375 0.108984147747954
0.625 0 0
0.875 0 0
1 0.125 0
1 0.375 0
1 0.625 0
1 0.875 0
0.875 0.875 -0.0350060797161009
0.625 0.625 0.0406205446133357
0 0.125 0
0 0.375 0
0.875 1 0
0.625 1 0
0.375 1 0
0.125 1 0
0 0.875 0
0 0.625 0
0.6875 0.375 0.1127756487769
0.625 0.3125 0.0964633090146746
0.6875 0.3125 0.06425415579213
0.3125 0.6875 -0.0213598531989592
0.3125 0.625 -0.000504778312092467
0.375 0.6875 0.0582553108124604
0.375 0.1875 0.0677442884179533
0.3125 0.1875 0.0877386224448277
0.3125 0.125 0.0363552277017509
0.875 0.1875 0.0128072422003285
0.8125 0.1875 0.00667585740116503
0.8125 0.125 -0.0394536980538717
0.8125 0.6875 0.0571928227579437
0.8125 0.625 0.0740426256851932
0.875 0.6875 0.0716590228722494
0.1875 0.375 0.00202247943416784
0.125 0.3125 -0.00895609887122734
0.1875 0.3125 0.0599814673533811
0.6875 0.875 0.0707677619159081
0.625 0.8125 0.0513256743592646
0.6875 0.8125 0.0362484501928662
0.125 0.8125 -0.0369932665830252
0.1875 0.8125 -0.102051636934459
0.1875 0.875 -0.0276739744926577
0.625 0.1875 0.0460586879531593
0.5625 0.1875 0.0144288228414525
0.5625 0.125 0.0528213472330677
0.875 0.4375 0.0411681490254859
0.8125 0.4375 0.0688359736506604
0.8125 0.375 0.0536743185622895
0.5625 0.4375 0.154096170819794
0.5625 0.375 0.14295072939239
0.625 0.4375 0.170615680522672
0.4375 0.625 0.0992638196512219
0.375 0.5625 0.0834397751088348
0.4375 0.5625 0.0810536794987152
0.4375 0.875 0.0195535567220008
0.375 0.8125 0.00705143428122663
0.4375 0.8125 0.0458959803065972
0.125 0.5625 0.0119520881151347
0.1875 0.5625 -0.0441804535747106
0.1875 0.625 -0.0496650942811507
0.1875 0.0625 0.0400123275843831
0.1875 0.125 0.0690868657246769
0.125 0.0625 0.0247762174183268
0.4375 0.0625 0.0262248351874073
0.4375 0.125 0.0336845374562706
0.375 0.0625 0.0329532786685326
0.4375 0.375 0.0885813311125826
0.375 0.3125 0.117559515859123
0.4375 0.3125 0.122413353444396
0.6875 0.0625 -0.058729907463264
0.6875 0.125 0.00218866517004583
0.625 0.0625 0.0378713416444227
0.9375 0.0625 0.010125296620874
0.9375 0.125 -0.0275019751411026
0.875 0.0625 -0.0208491295474676
0.9375 0.375 0.0446349444620006
0.875 0.3125 0.0298146383096165
0.9375 0.3125 0.0240859876694666
0.9375 0.625 0.0555333887130075
0.875 0.5625 0.07356705839901
0.9375 0.5625 0.0470041855231481
0.9375 0.875 -0.0111823450822642
0.875 0.8125 -0.0212308387108396
0.9375 0.8125 0.0400782435852212
0.625 0.5625 0.0909504790591856
0.6875 0.5625 0.129881421889939
0.6875 0.625 0.031535491288976
0.125 0.1875 0.0623419741216652
0.0625 0.1875 0.001872789563259
0.0625 0.125 0.0458417325933229
0.375 0.4375 0.0858611406792629
0.3125 0.4375 0.0936181667938636
0.3125 0.375 0.0928665879528332
0.0625 0.4375 0.0203128081708664
0.0625 0.375 -0.0246249006111164
0.125 0.4375 -0.00799591007264051
0.625 0.6875 0.0459139209006552
0.5625 0.6875 0.0503477749398004
0.5625 0.625 0.0874932887532597
0.875 0.9375 -0.0224093232585376
0.8125 0.9375 0.0456733135867345
0.8125 0.875 -0.00265913388685015
0.5625 0.9375 0.0132973527717877
0.5625 0.875 0.0430365958430298
0.625 0.9375 0.0625812516777625
0.3125 0.9375 -0.0301127086482812
0.3125 0.875 -0.0346765375348008
0.375 0.9375 -0.0012716248949927
0.0625 0.9375 -0.0345668554551861
0.0625 0.875 0.0252319161937129
0.125 0.9375 0.0176561114185978
0.0625 0.625 0.00104184392727125
0.125 0.6875 -0.0513811683907514
0.0625 0.6875 -0.028842672424174
0.75 0.3125 0.0248265407873913
0.6875 0.25 0.00361202446619414
0.75 0.4375 0.122184580027485
0.6875 0.4375 0.153398711666881
0.5625 0.3125 0.0823520618822334
0.5625 0.25 0.0334928123032546
0.4375 0.75 0.0544964892140193
0.4375 0.6875 0.101247444793653
0.3125 0.75 -0.0579304602143566
0.25 0.6875 -0.0734263150633524
0.25 0.5625 -0.0130321005659575
0.3125 0.5625 0.0802896697763005
0.3125 0.0625 0.0507435997690373
0.25 0.0625 -0.000437684673738797
0.4375 0.1875 0.0356329033558953
0.4375 0.25 0.0816425575933125
0.3125 0.25 0.0816708786178477
0.25 0.1875 0.0641819248024827
0.8125 0.0625 0.00877306841082513
0.75 0.0625 -0.00926477277912135
0.9375 0.1875 -0.0191027820214246
0.9375 0.25 0.040051049217303
0.8125 0.25 -0.00412723300363675
0.75 0.1875 -0.0393855943050216
0.9375 0.75 0.0201942639055672
0.9375 0.6875 0.0749255379789183
0.8125 0.75 0.0289444447084361
0.75 0.6875 0.0281516371881265
0.75 0.5625 0.0862536111557732
0.8125 0.5625 0.109856671677031
0.25 0.3125 0.0745950472422972
